,,goals,goals,goals,goals,goals,assists,assists,assists,assists,assists,gca,gca,gca,gca,gca,passes,passes,passes,passes,passes,aerials_won_pct,aerials_won_pct,aerials_won_pct,aerials_won_pct,aerials_won_pct,tackles,tackles,tackles,tackles,tackles
,,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max
Fiorentina,FW,2.0,6.0,8.0,11.5,43.0,1.0,4.0,9.0,9.5,20.0,4.0,14.5,19.0,21.0,34.0,441.0,1074.0,1531.0,1631.0,3722.0,38.9,124.6,147.6,181.9,381.2,17.0,19.0,30.0,61.5,73.0
Fiorentina,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,1.0,1.5,2.0,2.5,3.0,1254.0,1634.5,2015.0,2395.5,2776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiorentina,MF,1.0,2.0,5.0,8.0,14.0,0.0,1.0,4.0,10.0,13.0,0.0,7.0,14.0,22.0,30.0,813.0,2052.0,2798.0,3293.0,4692.0,84.9,100.7,164.9,178.6,231.6,31.0,51.0,104.0,132.0,197.0
Frosinone,DF,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,3.0,0.0,0.0,0.5,1.75,8.0,424.0,569.0,776.0,1057.25,1172.0,37.5,44.375,51.5,58.25,64.1,18.0,21.75,28.0,38.0,60.0
Frosinone,FW,0.0,2.5,5.0,6.0,7.0,2.0,2.5,3.0,3.5,4.0,3.0,3.5,4.0,5.0,6.0,270.0,305.5,341.0,662.0,983.0,19.4,20.4,21.4,33.849999999999994,46.3,9.0,10.0,11.0,22.0,33.0
Frosinone,MF,0.0,0.5,1.0,1.5,2.0,0.0,0.0,0.0,0.5,1.0,1.0,1.5,2.0,2.0,2.0,292.0,616.5,941.0,1090.0,1239.0,26.2,39.2,52.2,98.30000000000001,144.4,28.0,39.0,50.0,53.5,57.0
Fulham,DF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,2.0,8.0,471.0,1291.0,1466.0,1701.0,2510.0,56.9,62.5,102.6,106.3,134.5,14.0,41.0,48.0,86.0,126.0
Fulham,FW,4.0,5.25,6.0,10.5,14.0,0.0,0.25,1.5,2.75,6.0,1.0,3.0,3.5,4.75,14.0,515.0,540.0,608.5,1046.75,1419.0,39.1,51.425000000000004,82.0,96.75,132.6,10.0,17.5,22.5,26.75,38.0
Fulham,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702.0,1702.0,1702.0,1702.0,1702.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Fulham,MF,0.0,1.0,2.0,6.0,10.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,7.0,9.0,11.0,1155.0,1307.5,1460.0,1750.0,2040.0,50.0,55.6,61.2,64.9,68.6,45.0,46.0,47.0,57.5,68.0
Genoa,DF,0.0,0.0,1.0,3.0,16.0,0.0,1.0,2.0,3.5,10.0,0.0,2.0,4.0,7.0,13.0,607.0,1380.5,2132.0,3531.0,4824.0,37.9,94.4,189.5,236.55,301.2,10.0,57.0,89.0,118.0,256.0
Genoa,FW,20.0,21.0,22.0,24.0,26.0,2.0,4.0,6.0,6.5,7.0,5.0,13.0,21.0,22.0,23.0,553.0,822.0,1091.0,1351.0,1611.0,89.5,127.6,165.7,171.7,177.7,20.0,30.0,40.0,51.0,62.0
Genoa,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3945.0,3945.0,3945.0,3945.0,3945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genoa,MF,0.0,1.0,2.0,3.5,8.0,0.0,1.5,3.0,4.5,7.0,1.0,4.0,8.0,10.5,16.0,507.0,1231.5,1646.0,2209.5,4176.0,47.7,56.35,153.8,193.75,207.6,18.0,52.5,81.0,135.0,161.0
Getafe CF,DF,0.0,0.25,1.5,2.75,4.0,0.0,0.0,1.0,1.75,10.0,0.0,2.0,3.0,7.25,24.0,309.0,761.0,2120.0,3420.75,5566.0,64.9,169.14999999999998,216.75,244.75,309.0,13.0,48.0,81.0,177.25,273.0
Getafe CF,FW,5.0,8.75,15.5,23.5,31.0,2.0,5.75,8.0,9.0,9.0,7.0,13.0,16.5,19.0,22.0,1304.0,1667.0,2007.5,2803.75,4534.0,125.2,150.4,166.35000000000002,174.525,176.4,53.0,57.5,70.5,119.5,232.0
Getafe CF,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3618.0,3618.0,3618.0,3618.0,3618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Getafe CF,MF,1.0,2.5,4.0,5.0,8.0,0.0,2.0,4.0,6.0,8.0,0.0,6.5,8.0,13.0,15.0,674.0,1214.0,2260.0,2547.5,3420.0,31.8,97.80000000000001,153.1,200.55,287.4,27.0,42.5,57.0,88.5,263.0
Girona,DF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.0,1044.0,1201.0,1358.0,1515.0,56.4,60.099999999999994,63.8,67.5,71.2,41.0,41.0,41.0,41.0,41.0
Girona,FW,19.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,501.0,501.0,501.0,501.0,501.0,49.0,49.0,49.0,49.0,49.0,23.0,23.0,23.0,23.0,23.0
Girona,MF,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1520.0,1520.0,1520.0,1520.0,1520.0,47.9,47.9,47.9,47.9,47.9,63.0,63.0,63.0,63.0,63.0
Granada CF,DF,0.0,0.0,1.0,2.0,7.0,0.0,1.0,1.0,2.0,7.0,0.0,2.0,2.0,6.0,11.0,488.0,1204.0,2097.0,2215.0,2369.0,67.9,146.8,163.5,181.0,240.6,22.0,54.0,79.0,98.0,112.0
Granada CF,FW,6.0,8.25,11.0,18.0,33.0,3.0,3.0,5.0,8.0,11.0,10.0,10.0,10.5,15.0,27.0,590.0,646.25,865.0,1306.25,2030.0,53.9,89.67499999999998,132.85,165.75,170.7,22.0,31.0,35.5,46.25,74.0
Granada CF,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,420.25,436.5,452.75,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granada CF,MF,0.0,2.0,2.0,10.0,13.0,0.0,1.0,3.0,9.0,12.0,1.0,2.0,7.0,19.0,24.0,432.0,832.0,1484.0,1787.0,3145.0,66.6,110.0,117.3,175.1,243.3,20.0,36.0,62.0,76.0,171.0
Guingamp,DF,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,8.0,803.0,860.0,1005.0,1005.0,2095.0,33.3,37.5,51.5,54.5,67.8,40.0,46.0,47.0,51.0,63.0
Guingamp,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guingamp,MF,0.0,0.5,1.0,2.0,3.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,3.0,3.5,4.0,911.0,966.5,1022.0,1127.0,1232.0,24.4,33.849999999999994,43.3,45.05,46.8,37.0,41.0,45.0,54.0,63.0
Hannover 96,DF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,539.0,755.0,867.0,972.0,1032.0,20.0,33.3,40.0,42.9,62.2,25.0,28.0,30.0,40.0,50.0
Hannover 96,FW,3.0,3.75,4.5,5.25,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.25,2.5,2.75,3.0,318.0,345.25,372.5,399.75,427.0,47.2,48.25000000000001,49.3,50.349999999999994,51.4,12.0,13.5,15.0,16.5,18.0
Hannover 96,MF,0.0,0.75,1.0,2.0,5.0,0.0,0.0,0.5,1.5,3.0,0.0,1.5,2.0,2.5,4.0,315.0,383.25,461.0,685.75,1195.0,6.7,21.7,39.75,52.87499999999999,53.1,19.0,23.5,29.0,39.0,57.0
Hellas Verona,DF,0.0,0.0,0.5,3.0,11.0,0.0,0.0,1.0,5.0,20.0,0.0,1.75,2.0,7.75,39.0,491.0,1522.5,2178.5,3482.0,4836.0,52.2,138.57500000000002,181.6,270.32500000000005,396.3,22.0,53.5,81.0,97.5,177.0
Hellas Verona,FW,8.0,9.0,12.0,14.0,20.0,0.0,1.0,3.0,5.0,7.0,5.0,6.0,6.0,18.0,21.0,520.0,539.0,757.0,1529.0,2947.0,60.7,133.8,158.4,170.3,255.4,7.0,8.0,32.0,54.0,92.0
Hellas Verona,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732.0,1732.0,1732.0,1732.0,1732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hellas Verona,MF,0.0,2.25,3.5,4.75,20.0,1.0,3.0,4.0,8.0,12.0,2.0,7.75,10.5,13.25,29.0,1476.0,1653.5,1967.5,3316.5,3870.0,58.4,94.19999999999999,128.8,202.925,244.0,47.0,71.0,73.0,120.0,159.0
Hertha BSC,DF,0.0,0.0,1.0,3.0,5.0,0.0,1.0,1.0,2.0,9.0,0.0,2.0,2.0,8.0,17.0,746.0,1308.0,2027.0,2806.0,4117.0,61.8,123.3,211.9,212.6,272.1,28.0,52.0,61.0,80.0,168.0
Hertha BSC,FW,0.0,5.0,9.0,17.0,38.0,0.0,2.0,6.0,7.0,10.0,2.0,10.0,13.0,16.0,23.0,543.0,757.0,1125.0,1369.0,3468.0,46.5,92.8,155.1,182.2,266.5,17.0,25.0,34.0,49.0,221.0
Hertha BSC,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,0.0,0.25,0.5,0.75,1.0,2452.0,2780.5,3109.0,3437.5,3766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hertha BSC,MF,0.0,1.75,3.5,6.0,12.0,1.0,1.0,2.0,3.25,15.0,3.0,5.0,6.0,9.75,21.0,772.0,1190.75,1967.0,2544.75,3078.0,92.8,134.14999999999998,170.25,197.07500000000002,212.7,15.0,69.25,114.5,193.0,221.0
Huddersfield,DF,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.5,2.0,0.0,0.75,1.0,1.5,3.0,615.0,886.5,1031.5,1185.75,1485.0,42.3,47.400000000000006,50.25,53.474999999999994,59.7,24.0,29.25,33.5,45.75,75.0
Huddersfield,FW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,311.0,311.0,311.0,311.0,46.5,46.5,46.5,46.5,46.5,25.0,25.0,25.0,25.0,25.0
Huddersfield,GK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1112.0,1112.0,1112.0,1112.0,1112.0,66.7,66.7,66.7,66.7,66.7,0.0,0.0,0.0,0.0,0.0
Huddersfield,MF,0.0,0.5,1.0,1.5,2.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,3.0,5.0,761.0,870.5,980.0,1263.0,1546.0,28.9,36.15,43.4,45.3,47.2,32.0,36.0,40.0,62.0,84.0
Huesca,DF,0.0,0.0,1.5,3.25,4.0,0.0,0.0,1.0,2.25,3.0,1.0,3.25,4.0,4.5,6.0,915.0,982.5,1851.0,3050.75,4112.0,91.9,105.32499999999999,113.05,139.25,208.1,36.0,44.25,76.5,115.75,145.0
Huesca,FW,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,271.0,271.0,271.0,271.0,271.0,63.2,63.2,63.2,63.2,63.2,12.0,12.0,12.0,12.0,12.0
Huesca,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,335.0,460.5,586.0,745.5,905.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0
Huesca,MF,0.0,0.25,1.0,1.75,3.0,0.0,0.25,2.0,3.75,7.0,1.0,2.25,4.5,6.75,15.0,778.0,909.0,1102.5,1736.25,2129.0,39.4,48.574999999999996,57.150000000000006,70.075,87.8,27.0,44.0,53.0,56.0,67.0
Inter,DF,0.0,3.5,6.0,9.5,20.0,0.0,1.5,4.5,5.75,10.0,0.0,4.0,10.0,13.75,28.0,821.0,2897.25,3568.0,5085.0,7530.0,60.7,211.5,232.25,251.95,299.2,16.0,85.0,107.0,132.75,184.0
Inter,FW,14.0,23.0,33.0,42.0,48.0,12.0,12.75,15.5,18.0,18.0,37.0,38.5,43.5,49.5,54.0,1543.0,1578.25,2009.5,2437.75,2464.0,112.7,128.22500000000002,137.10000000000002,166.875,245.1,43.0,46.0,50.0,55.0,61.0
Inter,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,2.0,2.25,2.5,2.75,3.0,1673.0,2235.0,2797.0,3359.0,3921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inter,MF,1.0,6.25,10.0,13.75,22.0,2.0,5.25,10.5,15.5,31.0,4.0,17.25,22.5,33.0,57.0,743.0,2511.25,3378.0,5523.5,8394.0,33.3,138.675,175.0,194.54999999999998,232.3,24.0,86.0,110.0,182.25,276.0
Juventus,DF,0.0,2.0,4.0,6.0,11.0,0.0,1.0,2.0,6.0,17.0,2.0,6.0,7.0,12.0,33.0,1826.0,2661.0,4021.0,5865.0,6011.0,198.1,222.3,232.7,264.2,356.3,48.0,84.0,91.0,131.0,169.0
Juventus,FW,3.0,16.5,23.0,32.0,88.0,2.0,7.0,13.0,14.5,17.0,6.0,12.5,25.0,37.0,53.0,662.0,1614.0,2205.0,3100.5,4059.0,75.7,98.55,167.5,186.8,243.7,19.0,31.0,54.0,64.5,90.0
Juventus,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,2.0,3.0,918.0,1564.5,2211.0,2577.5,2944.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.5,1.0
Juventus,MF,2.0,3.0,7.0,9.0,27.0,4.0,5.0,6.0,12.0,19.0,10.0,11.0,19.0,29.0,48.0,1052.0,2387.0,2994.0,4136.0,7088.0,41.1,110.2,130.6,221.0,245.3,16.0,89.0,139.0,191.0,242.0
LOSC Lille,DF,0.0,0.5,1.0,2.5,7.0,0.0,0.5,2.0,3.5,9.0,1.0,2.0,5.0,7.0,24.0,952.0,1840.0,3003.0,4370.0,6873.0,114.1,128.4,170.8,221.95,289.7,36.0,65.5,68.0,143.0,272.0
LOSC Lille,FW,14.0,16.5,19.0,21.5,24.0,2.0,2.0,2.0,5.0,8.0,8.0,9.5,11.0,12.5,14.0,442.0,645.5,849.0,865.0,881.0,55.0,66.1,77.2,78.9,80.6,9.0,9.0,9.0,21.5,34.0
LOSC Lille,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,477.0,477.0,477.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOSC Lille,MF,4.0,5.5,7.5,9.5,20.0,2.0,3.75,5.5,11.0,20.0,6.0,10.25,14.5,23.5,44.0,600.0,1227.75,2817.5,3334.75,5699.0,71.5,113.125,146.25,186.25,242.8,29.0,67.5,79.0,109.25,348.0
Lazio,DF,0.0,0.75,2.0,4.25,7.0,0.0,0.75,3.5,5.0,16.0,0.0,5.75,8.5,12.25,30.0,751.0,2113.25,3429.0,4194.5,7003.0,53.3,168.075,198.64999999999998,213.725,274.8,16.0,80.75,119.5,136.75,173.0
Lazio,FW,11.0,12.5,16.5,36.0,84.0,8.0,11.0,12.0,14.75,23.0,26.0,27.5,31.0,40.75,61.0,2023.0,2611.0,2982.5,3233.75,3461.0,78.7,84.55,101.8,144.125,225.2,40.0,59.5,78.5,109.5,165.0
Lazio,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0,2191.0,2332.75,2474.5,2616.25,2758.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Lazio,MF,0.0,3.5,4.0,14.0,25.0,1.0,3.0,6.0,14.0,28.0,4.0,8.5,10.0,28.0,48.0,1421.0,1927.0,2821.0,5259.5,6570.0,69.7,151.95,183.3,222.2,246.5,35.0,81.5,119.0,197.5,257.0
Lecce,DF,0.0,0.75,2.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,2.5,4.0,5.5,7.0,1122.0,1293.75,1460.5,1642.0,1858.0,42.9,53.324999999999996,75.05,95.94999999999999,103.9,40.0,43.75,45.0,45.0,45.0
Lecce,FW,4.0,5.5,7.0,8.5,10.0,2.0,3.0,4.0,5.0,6.0,13.0,13.25,13.5,13.75,14.0,609.0,709.75,810.5,911.25,1012.0,13.0,27.775,42.55,57.324999999999996,72.1,19.0,20.5,22.0,23.5,25.0
Lecce,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0,979.0,979.0,979.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lecce,MF,0.0,1.0,1.0,1.0,14.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,5.0,353.0,746.0,813.0,908.0,1200.0,39.0,41.7,47.8,70.8,80.4,16.0,18.0,27.0,34.0,61.0
Leeds United,DF,1.0,1.0,2.0,4.0,8.0,0.0,1.0,1.0,3.0,6.0,3.0,3.5,5.0,7.0,9.0,1630.0,2074.5,2688.0,3172.0,4064.0,50.0,98.35,103.4,183.35000000000002,300.2,82.0,87.0,105.0,121.5,133.0
Leeds United,FW,7.0,10.0,13.0,16.0,19.0,8.0,8.25,8.5,8.75,9.0,14.0,15.5,17.0,18.5,20.0,594.0,794.0,994.0,1194.0,1394.0,63.5,68.4,73.3,78.19999999999999,83.1,28.0,35.5,43.0,50.5,58.0
Leeds United,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2054.0,2054.0,2054.0,2054.0,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leeds United,MF,1.0,2.0,3.5,7.25,20.0,0.0,3.0,4.5,8.25,15.0,3.0,4.0,10.0,16.75,29.0,723.0,1673.5,1997.0,2379.0,3205.0,44.7,73.625,86.4,135.10000000000002,257.9,31.0,71.5,92.0,101.25,112.0
Leganés,DF,0.0,0.0,0.5,1.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.5,2.5,3.75,8.0,764.0,961.0,1597.5,1958.75,2298.0,51.0,96.95000000000002,110.55,120.69999999999999,126.2,37.0,44.0,70.5,82.0,120.0
Leganés,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,800.0,1158.0,1516.0,1874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leganés,MF,0.0,0.5,1.0,1.5,2.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,3.5,6.0,509.0,680.0,851.0,1687.5,2524.0,55.3,78.69999999999999,102.1,105.15,108.2,14.0,26.5,39.0,87.5,136.0
Leicester City,DF,0.0,1.0,2.5,4.25,7.0,0.0,0.0,1.5,2.5,11.0,0.0,0.75,5.0,9.5,29.0,1132.0,1363.25,2836.0,4585.75,5639.0,74.6,149.825,177.05,237.40000000000003,273.8,34.0,37.75,103.0,160.75,312.0
Leicester City,FW,4.0,8.25,18.5,21.25,65.0,6.0,9.25,10.0,14.5,19.0,15.0,20.0,23.0,28.25,44.0,1214.0,1607.0,1927.5,2124.25,2328.0,75.0,106.425,138.55,157.7,163.4,33.0,55.0,71.5,107.5,139.0
Leicester City,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4243.0,4243.0,4243.0,4243.0,4243.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0
Leicester City,MF,0.0,1.0,3.0,17.75,25.0,1.0,1.5,4.0,14.0,18.0,2.0,5.25,13.5,33.0,43.0,1001.0,2489.75,3947.0,5428.25,6704.0,84.8,174.77499999999998,224.7,237.42499999999998,260.2,58.0,87.5,136.5,205.75,453.0
Levante Unión Deportiva,DF,0.0,1.0,2.0,2.5,5.0,0.0,0.5,1.0,3.5,6.0,1.0,2.0,4.0,8.5,13.0,647.0,2017.5,2315.0,3441.0,4071.0,63.6,138.6,187.3,241.10000000000002,382.1,21.0,53.5,84.0,121.5,188.0
Levante Unión Deportiva,FW,2.0,3.0,16.0,34.0,39.0,1.0,3.0,5.0,6.0,11.0,6.0,8.0,11.0,15.0,36.0,351.0,416.0,1012.0,1565.0,2656.0,36.0,76.6,84.0,101.6,151.4,7.0,15.0,29.0,59.0,68.0
Levante Unión Deportiva,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,1095.25,1644.5,2193.75,2743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0
Levante Unión Deportiva,MF,0.0,1.0,6.0,10.5,14.0,1.0,2.0,5.0,11.0,18.0,2.0,5.0,13.0,23.5,29.0,1067.0,1482.5,1835.0,2943.0,5122.0,61.9,76.25,178.3,190.60000000000002,246.6,62.0,81.0,87.0,113.5,143.0
Liverpool,DF,0.0,1.0,2.5,5.25,11.0,0.0,1.0,1.5,11.75,40.0,1.0,4.5,5.5,26.5,64.0,1058.0,2066.5,3334.5,8095.75,10014.0,72.5,133.3,244.45,301.55,304.8,18.0,45.0,78.0,111.0,209.0
Liverpool,FW,4.0,15.25,34.5,52.25,78.0,0.0,3.25,11.5,21.25,32.0,2.0,9.75,37.5,49.5,66.0,409.0,1019.75,3236.0,4004.0,4064.0,82.5,112.67500000000001,121.8,170.67499999999998,197.4,14.0,37.25,85.0,113.25,157.0
Liverpool,GK,0.0,0.25,0.5,0.75,1.0,0.0,0.25,0.5,0.75,1.0,0.0,0.75,1.5,2.25,3.0,413.0,1298.25,2183.5,3068.75,3954.0,0.0,25.0,50.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0
Liverpool,MF,3.0,4.5,6.0,7.0,8.0,3.0,4.0,6.0,7.5,12.0,7.0,10.0,14.0,17.5,22.0,1173.0,1830.5,3730.0,6224.5,6732.0,99.9,129.7,213.2,225.55,238.1,29.0,65.5,103.0,190.0,234.0
Manchester City,DF,0.0,2.0,3.0,4.75,8.0,0.0,0.25,2.5,6.25,10.0,1.0,3.0,6.0,14.75,29.0,1210.0,3094.75,4252.0,5932.75,7696.0,70.2,148.075,206.45,256.67499999999995,304.4,14.0,55.5,70.0,102.75,211.0
Manchester City,FW,15.0,16.75,25.0,31.75,52.0,9.0,12.0,18.0,20.25,22.0,20.0,32.5,40.5,50.0,59.0,1603.0,2100.25,2685.0,3479.75,4070.0,82.1,96.6,102.5,138.25,170.0,53.0,58.5,69.5,70.75,101.0
Manchester City,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,2.0,1.0,1.5,2.0,2.5,3.0,686.0,1453.5,2221.0,2988.5,3756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,2.0
Manchester City,MF,2.0,10.0,22.0,24.0,25.0,6.0,6.0,9.0,21.0,34.0,14.0,17.0,29.0,41.0,59.0,4967.0,5526.0,5647.0,6418.0,8496.0,118.9,146.7,231.7,234.3,282.8,83.0,109.0,150.0,158.0,293.0
Manchester United,DF,0.0,0.0,2.0,3.0,7.0,0.0,2.0,2.0,4.0,11.0,1.0,3.0,6.0,9.0,26.0,805.0,967.0,5448.0,6022.0,7003.0,99.8,197.0,267.7,299.0,341.3,29.0,35.0,98.0,120.0,401.0
Manchester United,FW,4.0,18.5,32.0,35.5,40.0,4.0,6.0,9.0,17.0,41.0,14.0,16.5,26.0,43.0,90.0,908.0,1598.0,1911.0,2579.5,4917.0,12.9,54.55,105.4,142.45,181.0,16.0,34.0,49.0,52.5,55.0
Manchester United,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,2.0,1349.0,1761.75,2174.5,2587.25,3000.0,0.0,25.0,50.0,75.0,100.0,0.0,0.25,0.5,0.75,1.0
Manchester United,MF,1.0,4.0,10.0,17.0,31.0,2.0,2.0,4.0,22.0,22.0,8.0,11.0,12.0,40.0,44.0,3203.0,3975.0,4374.0,4933.0,4947.0,92.1,169.5,241.9,247.9,252.3,106.0,116.0,135.0,142.0,238.0
Milan,DF,0.0,0.0,1.0,5.0,15.0,0.0,0.0,1.5,4.25,14.0,0.0,1.75,3.5,12.25,34.0,804.0,950.25,3056.5,4260.5,5769.0,58.8,112.75,185.7,273.55,291.5,16.0,49.0,108.0,151.5,241.0
Milan,FW,4.0,8.5,14.5,26.0,32.0,4.0,4.75,6.0,9.0,13.0,9.0,13.25,14.0,22.75,35.0,673.0,1259.0,1509.5,1606.25,1751.0,62.7,98.57500000000002,141.35000000000002,171.07500000000002,211.6,11.0,31.75,58.5,74.5,85.0
Milan,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1120.0,1671.0,2222.0,2773.0,3324.0,0.0,25.0,50.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0
Milan,MF,1.0,3.0,4.0,6.0,28.0,1.0,4.0,7.0,8.0,11.0,3.0,11.0,17.0,20.0,22.0,666.0,1263.0,2772.0,3693.0,6205.0,34.6,99.4,180.4,209.0,241.7,23.0,67.0,102.0,209.0,247.0
Montpellier HSC,DF,0.0,1.0,3.0,3.0,4.0,0.0,1.0,2.0,5.0,8.0,0.0,4.0,7.0,7.0,18.0,1960.0,2312.0,2458.0,2837.0,3921.0,124.5,130.8,192.3,198.6,207.8,64.0,96.0,98.0,127.0,165.0
Montpellier HSC,FW,17.0,18.5,19.0,25.5,45.0,3.0,6.75,11.0,15.75,21.0,10.0,13.0,23.0,33.75,39.0,1225.0,1453.0,2405.5,3520.0,4234.0,69.1,107.20000000000002,142.15,180.125,227.3,56.0,68.75,77.5,85.25,95.0
Montpellier HSC,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,585.0,814.75,1044.5,1274.25,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0
Montpellier HSC,MF,0.0,1.5,3.5,9.0,21.0,0.0,0.0,2.5,10.25,26.0,5.0,6.5,11.0,23.75,50.0,1523.0,2381.0,3668.5,4731.25,4915.0,144.3,149.325,159.7,175.57500000000002,197.1,84.0,134.25,179.5,215.5,238.0
